"1-1";"2-1";"3-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"6-4";"1-5";"2-5";"3-5";"4-5";"5-5";"6-5";"1-6";"2-6";"3-6";"4-6";"5-6";"6-6";"7-7";"8-7";"9-7";"7-8";"8-8";"9-8";"7-9";"8-9";"9-9";"10-10";"11-10";"10-11";"11-11"
"331";0.9;1.1;1.1;0.9;0.9;1;1;0.9;1;0.9;0.9;0.9;1;1;1.1;0.9;1.1;1;0.9;1.1;0.9;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1.1;1;1.1;1.1;1;1;1;0.9;1;0.9;1;1;0.9;1.1;1.1;1;1;1;1.1;1.1;1
"332";0.9;1.1;1.1;1.1;1;1;1;1.1;0.9;0.9;0.9;1;1;0.9;1;1.1;NA;0.9;1;1;0.9;1.1;1.1;1.1;1;1;1.1;0.9;0.9;1.1;1;1;1.1;0.9;0.9;1.1;1.1;1.1;1;1;0.9;0.9;1;1.1;0.9;0.9;1.1;0.9;1
"333";1.1;1;1.1;1;1.1;0.9;0.9;0.9;0.9;1.1;1;1.1;1;1;0.9;1;NA;0.9;1.1;0.9;1.1;1.1;1;1.1;1.1;1.1;1.1;1.1;0.9;1.1;1.1;1;1.1;1;0.9;0.9;0.9;1;1;0.9;0.9;0.9;1;0.9;1;0.9;1;1;1
"334";1;1;1.1;0.9;1.1;1;1;1.1;1;1.1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;0.9;0.9;1.1;0.9;0.9;0.9;1.1;1.1;0.9;1;0.9;1;0.9;1.1;1.1;1;0.9;0.9;1.1;1;1;1;1;0.9;1;1.1;1.1;1;1.1;1;1
"335";1;1;1;1.1;1.1;0.9;1;1;0.9;1.1;1.1;1;1;1.1;0.9;1.1;1.1;1.1;1;1;1.1;0.9;0.9;1.1;0.9;0.9;1.1;1;0.9;1;1;0.9;1;1.1;1.1;0.9;1.1;0.9;1;0.9;1;0.9;0.9;0.9;1;0.9;1;1.1;1.1
"336";0.9;0.9;1;1;1;1;0.9;1.1;0.9;1.1;1;1;1.1;0.9;0.9;1;1.1;0.9;1;1.1;0.9;1;1;1.1;0.9;1;1;1.1;0.9;1;1;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1.1;1.1;1.1;1.1;0.9;1;1.1;0.9;0.9;1;1
"337";0.9;1;1;1;1;1;1;1;0.9;0.9;1;1.1;0.9;0.9;1.1;1.1;1.1;1;1.1;0.9;0.9;0.9;1.1;1;1;1.1;0.9;1.1;1.1;0.9;1.1;1.1;1;0.9;1.1;1.1;0.9;0.9;0.9;1;0.9;1;1.1;1.1;0.9;1;1;1.1;1
"338";1.1;1;0.9;1;1;0.9;0.9;0.9;0.9;0.9;0.9;1.1;1;1;1;1.1;1.1;1;1;1.1;1;1;1.1;1.1;1;1;0.9;0.9;1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1;0.9;0.9;1.1;1.1;1;1;0.9;1;1.1;1.1
"339";1.1;1.1;1;1;1.1;1;1;1.1;0.9;1.1;1.1;0.9;1;1.1;1.1;1;1.1;0.9;1.1;0.9;0.9;1;0.9;1;0.9;0.9;1;1.1;1;0.9;0.9;0.9;0.9;1;1;1;1;1.1;1.1;0.9;1.1;0.9;0.9;1;0.9;1.1;1;1.1;1
"340";1.1;1;0.9;0.9;1;1.1;0.9;1.1;1.1;1;0.9;1;1;0.9;1;0.9;1.1;1;1.1;0.9;1;1.1;1;1.1;1.1;0.9;1;1.1;0.9;1.1;1.1;1;1;0.9;1.1;1.1;1;0.9;1;1;0.9;0.9;1.1;1.1;0.9;1;0.9;0.9;1
"341";1;1.1;0.9;1;0.9;1;1.1;1.1;1;1;0.9;1.1;1.1;0.9;1.1;1;1.1;0.9;0.9;1;1;1;1.1;1.1;1;1;1.1;1.1;1;1;1;1.1;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9;1;0.9;1;1.1;0.9;0.9;0.9;0.9
"342";0.9;0.9;0.9;1.1;0.9;1.1;1.1;1.1;0.9;0.9;1;0.9;0.9;1;1;1;1.1;1;0.9;1;0.9;1;1;0.9;0.9;0.9;1;0.9;0.9;1.1;1.1;1.1;1;1;1.1;1;1.1;0.9;1.1;1;1;1.1;1;1.1;1;1.1;1.1;1;1.1
"343";1.1;1;1.1;1.1;1;0.9;1.1;1.1;1;1.1;0.9;1;0.9;1;1.1;1.1;1.1;1;1;0.9;0.9;0.9;1.1;0.9;1;1;1;1;1.1;1;0.9;1.1;1;0.9;0.9;1;0.9;1;1.1;1;0.9;1;0.9;1.1;0.9;0.9;1.1;0.9;1.1
"344";0.9;0.9;1;1;1.1;1.1;0.9;0.9;1.1;1;1;1.1;1;1.1;0.9;0.9;1.1;1.1;1;1;1.1;1.1;0.9;0.9;0.9;0.9;0.9;0.9;1;1;0.9;0.9;1;1;1.1;1;1.1;1.1;1;1.1;1.1;1;1;1.1;1;1;0.9;1.1;0.9
"345";0.9;1.1;1;1;0.9;1;1;0.9;0.9;1;1;1.1;1.1;1.1;1;1.1;0.9;0.9;1.1;1;0.9;1;0.9;1.1;1.1;1.1;0.9;1;1.1;1;1.1;0.9;0.9;1;1.1;0.9;1;1;0.9;1.1;0.9;0.9;1.1;1;1.1;1;0.9;1.1;1
"346";1.1;0.9;1.1;1.1;1;1.1;1.1;1.1;1.1;1;1;1;1;1.1;0.9;0.9;0.9;1.1;0.9;1;0.9;0.9;1;1;1.1;1;1;1.1;1.1;1;1;0.9;1;0.9;0.9;1;1.1;0.9;0.9;1.1;0.9;0.9;1;1.1;0.9;1;1.1;0.9;1
"347";1;1;1;0.9;0.9;0.9;1.1;1;1.1;1;0.9;0.9;1;1.1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1.1;1;1.1;0.9;1;1.1;1;1;1;0.9;1;1.1;1;1;1;1;1;1.1;0.9;0.9
"348";0.9;1.1;0.9;1;1;1;0.9;1.1;1.1;0.9;0.9;1;1;1.1;1;1;1.1;1.1;1;0.9;1.1;1;1;0.9;1.1;1;1.1;0.9;1.1;1;1;0.9;1.1;0.9;0.9;0.9;0.9;0.9;1.1;1;0.9;1.1;1;1;0.9;1.1;1.1;1;1.1
"349";1;1;0.9;1.1;0.9;0.9;0.9;1.1;0.9;0.9;1;1;1.1;1.1;1;1;1.1;1.1;0.9;1.1;1;0.9;1;1;1;1.1;1;0.9;0.9;0.9;1;0.9;1;0.9;1.1;1.1;1;0.9;1;1.1;0.9;1.1;1;1.1;1.1;1.1;0.9;1;1.1
"350";1;1;1;0.9;1.1;1.1;1.1;0.9;0.9;1;1.1;1;1;0.9;1.1;1;NA;1.1;0.9;1.1;1;1.1;0.9;1.1;1;1.1;1.1;1;0.9;1.1;1;1.1;1;1;0.9;0.9;0.9;0.9;1;1;1.1;1;0.9;0.9;0.9;0.9;1.1;1.1;0.9
"351";1.1;1.1;0.9;1.1;0.9;1;1.1;1.1;0.9;1.1;1.1;1.1;1;1;1;1.1;0.9;1.1;1;1;1;1.1;0.9;0.9;0.9;1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;1.1;1;1;0.9;1;0.9;0.9;1;1.1;1;1.1;0.9;1;1;1;1
"352";0.9;1.1;0.9;1.1;1.1;1;1.1;0.9;1;0.9;1;0.9;0.9;1;1.1;1;0.9;1.1;1;1;1.1;0.9;1;1;1;0.9;1.1;0.9;0.9;1.1;0.9;1;1;1;1.1;0.9;1.1;1.1;0.9;1.1;1.1;1.1;1;0.9;0.9;1;1.1;1;1
"353";0.9;0.9;1;1;1;1.1;1.1;0.9;1;1.1;1.1;0.9;0.9;1;1.1;1;1.1;1.1;1;1.1;1;1.1;0.9;1.1;1;0.9;0.9;0.9;0.9;1;1.1;1.1;0.9;1;1;1.1;1;0.9;0.9;1;0.9;0.9;1.1;1;1.1;1;1;1.1;0.9
"354";1.1;1.1;1;0.9;0.9;1;1;1;0.9;0.9;1;1;1.1;1;1.1;0.9;0.9;0.9;0.9;1;0.9;1;1;1.1;1.1;1.1;1.1;0.9;0.9;1;0.9;0.9;1;1.1;1.1;1.1;1.1;1;1;0.9;1.1;0.9;1;1.1;1.1;1.1;1;0.9;1
"355";1;1.1;1;1.1;0.9;1;0.9;1;0.9;1;0.9;1;1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1;0.9;0.9;0.9;1.1;0.9;1.1;1;1;1.1;1.1;1;1;1;1;1;1.1;1.1;1.1;1.1;1;1.1;0.9;0.9;0.9;1;1.1;0.9
"356";1;0.9;1;0.9;1;1.1;0.9;1;1;1;0.9;1.1;1.1;0.9;0.9;1;NA;1;1;0.9;0.9;1;1.1;1.1;0.9;1.1;0.9;0.9;1.1;1.1;0.9;1.1;1;1.1;1.1;1.1;0.9;1;1.1;1;1;0.9;1;0.9;1.1;0.9;1;1.1;1.1
"357";0.9;1;0.9;0.9;1;1;1;0.9;1;1;1.1;1.1;1;1;1;0.9;1.1;1.1;1.1;1.1;0.9;1;1;0.9;0.9;0.9;1.1;1;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1;1;1.1;1.1;1;1.1;1;1.1;0.9;1.1;0.9;1;0.9;0.9
"358";1.1;1.1;1.1;1;0.9;1;0.9;0.9;1.1;0.9;1;1.1;1.1;1;0.9;1.1;NA;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1;1.1;1;1;0.9;0.9;1.1;1;1.1;1;1;1;1.1;0.9;1;0.9;0.9;1;0.9;1;1;1;1.1;0.9;0.9
"359";0.9;0.9;0.9;1.1;1.1;0.9;1;1;1;1.1;1.1;1.1;0.9;1;1.1;1;1.1;0.9;1.1;1;0.9;0.9;1;1.1;1.1;0.9;1.1;1;1;1;0.9;1;1.1;1.1;0.9;0.9;0.9;0.9;1;1.1;1;1.1;1;0.9;1.1;1;1;0.9;1
"360";1;1;1.1;0.9;1.1;1.1;1.1;1.1;1;0.9;1.1;1;1.1;0.9;1;0.9;0.9;1;1;1.1;1;1.1;0.9;1;1;0.9;0.9;0.9;1;0.9;1.1;1;1;1;1;0.9;1.1;0.9;1.1;0.9;0.9;1.1;1.1;1;0.9;0.9;1.1;1;1.1
"361";1;1;0.9;0.9;1;1;1.1;0.9;1.1;1.1;1;1;1;0.9;1;1;1.1;1.1;1.1;1.1;1;1.1;0.9;0.9;1;0.9;0.9;0.9;1;0.9;0.9;1.1;1;1.1;1.1;1;1.1;1.1;1;1.1;0.9;1;0.9;0.9;1.1;0.9;0.9;1;1.1
"362";1;1;0.9;1.1;1;0.9;0.9;1;1.1;1;1.1;1;0.9;1.1;1;0.9;0.9;1;0.9;1.1;1.1;1;1.1;1.1;1;0.9;1.1;1.1;1.1;1;0.9;0.9;0.9;1;0.9;1;1.1;1.1;1;0.9;1.1;1.1;0.9;0.9;1.1;1;1;0.9;1
"363";1.1;0.9;1;1.1;1.1;0.9;1;1.1;1.1;1.1;1;0.9;0.9;0.9;1;1.1;1.1;1.1;0.9;1;0.9;1.1;1.1;1;1;0.9;0.9;1;1.1;1;1;0.9;1;1;1;1;1.1;0.9;1.1;1;0.9;0.9;0.9;1.1;0.9;0.9;1;1.1;1
"364";0.9;1;0.9;1.1;0.9;1.1;1.1;1;0.9;1.1;0.9;0.9;1.1;1.1;1.1;1;1.1;1.1;1;1.1;0.9;1;1;1;1;0.9;0.9;0.9;1;1.1;0.9;1;1.1;1.1;1.1;1;0.9;1;1;1;1;0.9;1.1;1.1;0.9;1;0.9;0.9;1
"365";1;1;0.9;1.1;0.9;1.1;0.9;1;1.1;1;1.1;1;1.1;0.9;1.1;1;1.1;0.9;1;1;1.1;0.9;1.1;1;0.9;0.9;0.9;0.9;1;1.1;1;1.1;1;1;0.9;1.1;1;1;1;0.9;1.1;0.9;0.9;1;0.9;1.1;1.1;0.9;1.1
"366";1;0.9;1.1;0.9;1.1;0.9;1;0.9;0.9;0.9;0.9;1;1.1;1.1;1;1.1;NA;0.9;1;1;1.1;1.1;1;1;1.1;1;0.9;0.9;1.1;1;1;1.1;0.9;0.9;1;1.1;1;0.9;0.9;1;1;1.1;1;1.1;1.1;1.1;1.1;0.9;0.9
"367";1;0.9;0.9;1.1;0.9;1.1;1.1;1;0.9;1;1;1.1;0.9;0.9;1.1;1;0.9;1;0.9;1;1.1;1;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1;1;1;1;1;1.1;1;0.9;0.9;1.1;0.9;1.1;1;1;1.1;1.1;1.1;0.9;1;1.1
"368";1;1;1;0.9;0.9;1;1.1;1;1.1;0.9;1;1;1;1.1;1.1;0.9;0.9;1;0.9;0.9;1;1.1;0.9;1.1;1.1;1;1;1;0.9;1;1.1;1;0.9;0.9;1;1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;1.1;1.1;1.1
"369";0.9;1;1.1;1.1;1;1.1;0.9;0.9;1;0.9;0.9;0.9;1.1;1;1.1;1.1;1.1;1;0.9;1.1;1.1;0.9;1;1;0.9;0.9;0.9;1;0.9;1;1.1;0.9;1;1;1.1;1;0.9;1.1;0.9;1.1;1.1;1;1;0.9;1.1;1;1.1;1;1
"370";1;1;0.9;0.9;1.1;1;1.1;0.9;0.9;0.9;1;1.1;1.1;1;1.1;0.9;0.9;1;1.1;1.1;1;1;0.9;1.1;1;1;0.9;1;1.1;1.1;1;0.9;0.9;1.1;0.9;1;1;1;1.1;1.1;1;0.9;1.1;1.1;1;0.9;1.1;0.9;0.9
"371";0.9;1.1;0.9;1.1;1;1.1;1;1;0.9;1;1;1;0.9;1.1;1.1;0.9;1.1;1;1;1.1;1;0.9;0.9;0.9;1;1;1.1;1;0.9;0.9;1;1.1;1;0.9;0.9;1.1;1;0.9;1.1;0.9;1;1.1;1;1.1;1.1;1.1;0.9;1.1;0.9
"372";1;1;1;1;1;0.9;1;1.1;0.9;1.1;0.9;0.9;1.1;1.1;1;1.1;1.1;1;1.1;1.1;1.1;1.1;1.1;1.1;0.9;1;1;0.9;0.9;1.1;0.9;1;0.9;1;1.1;0.9;1.1;1;1;1;0.9;0.9;0.9;0.9;0.9;1;0.9;1.1;1
"373";0.9;0.9;1;0.9;0.9;1;1.1;1;1;1.1;1;0.9;0.9;0.9;1;0.9;0.9;0.9;1;1.1;1;1;1.1;1;1;1.1;1;0.9;1.1;1.1;1;0.9;1.1;1.1;1.1;0.9;1;1.1;1.1;1.1;0.9;1.1;1;0.9;1;1;1.1;1.1;0.9
"374";1.1;0.9;1;1.1;1;0.9;1;1.1;0.9;1;1;1.1;0.9;1.1;1;1;NA;1;1;1.1;0.9;0.9;1;1.1;1;0.9;1.1;0.9;1;1.1;1.1;0.9;0.9;0.9;1.1;1;0.9;0.9;1;1;1.1;1.1;0.9;1.1;1;0.9;1.1;1.1;0.9
"375";1.1;1;1.1;1;1;1.1;1;1;0.9;1;1.1;1;0.9;1.1;0.9;0.9;NA;0.9;1;1;1.1;0.9;0.9;1;1.1;0.9;1.1;0.9;1;1.1;1;1.1;1.1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;1;1.1;0.9;0.9;0.9;1;1;1;0.9
"376";1;1;0.9;1.1;1;0.9;1.1;0.9;0.9;0.9;1.1;1.1;1;1;1.1;1.1;0.9;0.9;1.1;1;1;0.9;0.9;1;1.1;1.1;1;1;1;1;1.1;0.9;1.1;1.1;1;0.9;1;0.9;1.1;1.1;1;0.9;0.9;1.1;0.9;1;1.1;1;0.9
"377";1.1;1.1;1.1;1.1;1;0.9;1;0.9;1;0.9;0.9;1;1.1;1.1;1;0.9;1.1;1.1;1;1;1;0.9;0.9;1;1.1;1;0.9;1.1;0.9;0.9;0.9;1;1.1;1.1;1;1;0.9;0.9;1;1;1;1.1;1;0.9;0.9;1.1;1.1;1.1;0.9
"378";1;1.1;1.1;1;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1.1;1.1;1;1.1;1;1.1;1;1.1;1;1;0.9;0.9;1;1.1;0.9;0.9;1;1;0.9;0.9;1;0.9;0.9;1;0.9;1.1;1;0.9;1.1;1;0.9;0.9;1;1;1;1.1;0.9;1.1
"379";0.9;1.1;1;1.1;1;0.9;1.1;0.9;1.1;1.1;1;0.9;1;1;0.9;1;1.1;1.1;1;1;1;0.9;1;0.9;0.9;0.9;1;0.9;0.9;1.1;1;1;1.1;1.1;1;1.1;1.1;1.1;1;1;1.1;0.9;0.9;1.1;1;1.1;0.9;0.9;0.9
"380";0.9;1.1;1;1.1;1;0.9;1.1;1;1.1;1;0.9;1;0.9;0.9;0.9;1.1;1.1;1.1;1.1;0.9;0.9;1.1;1;1;1;1;1;1;1.1;1;0.9;1.1;0.9;1.1;0.9;0.9;1;1.1;1.1;0.9;1;0.9;1;0.9;1.1;1;0.9;1;1.1
"381";1;1.1;1.1;1;1.1;1.1;1.1;0.9;1;1.1;1;1.1;1;0.9;1;1.1;0.9;0.9;1.1;1;1.1;1;0.9;0.9;1;0.9;1.1;1;1;1;1;0.9;0.9;0.9;0.9;1.1;1;1.1;1;0.9;1.1;0.9;0.9;0.9;1.1;1.1;0.9;1;1
"382";1;1;1.1;1.1;1;1.1;0.9;0.9;1;1.1;1.1;0.9;0.9;1;0.9;1;0.9;0.9;0.9;1;1.1;0.9;1;1.1;1.1;1.1;1;1.1;0.9;1.1;1.1;1;1.1;1;1.1;0.9;1;1;0.9;1.1;1;0.9;1.1;1;1;1;0.9;0.9;0.9
"383";1;1;1;1;1;0.9;0.9;1.1;1.1;1;1;0.9;0.9;1;0.9;1;NA;0.9;1.1;0.9;1.1;1.1;1;1.1;1.1;1.1;1;1.1;1.1;0.9;1;1.1;1;1.1;1;0.9;1.1;0.9;1;1;0.9;0.9;0.9;1.1;0.9;0.9;0.9;1.1;1.1
"384";1;0.9;1;0.9;1;1.1;1;0.9;0.9;1;1;0.9;1;0.9;0.9;1.1;NA;1;1;1.1;1.1;1;1;1.1;1.1;1.1;1.1;1.1;0.9;1.1;0.9;1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;0.9;1.1;0.9;1.1;1;1;0.9;1;1.1
"385";1.1;0.9;1;0.9;1;1.1;1;1;0.9;1;0.9;0.9;1;1;1;1.1;1.1;0.9;0.9;0.9;1;1.1;1.1;1;1.1;1.1;1.1;1.1;1.1;0.9;0.9;1;1;1.1;1;1;1.1;0.9;1;0.9;1.1;1;0.9;1.1;0.9;1.1;1;0.9;0.9
"386";1.1;1.1;1;1;1.1;1.1;1;1;1;1.1;0.9;1;0.9;0.9;0.9;1;1.1;1;1;1;1.1;0.9;1.1;1;1.1;0.9;1.1;1.1;1;0.9;1.1;1;1.1;1;0.9;1.1;0.9;1;0.9;0.9;0.9;1.1;0.9;0.9;0.9;1;0.9;1.1;1
"387";0.9;1.1;0.9;1;1.1;1.1;1;0.9;1.1;1.1;0.9;1;1.1;1.1;0.9;1;1.1;1.1;0.9;1;1.1;0.9;0.9;1.1;1;1.1;0.9;1.1;0.9;0.9;0.9;1;1;1.1;1;0.9;1;0.9;1;0.9;1;1.1;1.1;0.9;1;1;1;1;1
"388";0.9;1;1.1;1.1;1.1;1.1;1.1;0.9;1.1;1.1;1;0.9;1;1;0.9;1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1;0.9;1.1;1.1;0.9;1;1;1;0.9;0.9;1;1;0.9;1;1;1.1;0.9;0.9;1.1;1;1;1;1.1;0.9;1.1;1
"389";1;0.9;1;0.9;1.1;1.1;0.9;0.9;0.9;1;1;0.9;1.1;1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1;1.1;1;1;0.9;1;1.1;0.9;1;1.1;0.9;1;1.1;1;1.1;0.9;1.1;0.9;1.1;1;1;1;1;0.9;1.1;0.9;1.1;1
"390";1;1;1.1;1.1;1;0.9;1.1;1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1;NA;0.9;1.1;1;0.9;1;0.9;0.9;0.9;1;1;1;1.1;0.9;0.9;1.1;1;1;1;1.1;1.1;1.1;1;1.1;1;1.1;1.1;0.9;0.9;1.1;1;1.1;0.9
"391";1.1;1.1;0.9;0.9;0.9;1;0.9;1.1;0.9;1.1;0.9;0.9;1;1;0.9;1.1;NA;1;1;1.1;1;1.1;1.1;1.1;1.1;1;1;0.9;1;0.9;0.9;1;0.9;1;1;1.1;0.9;1;1.1;1;1.1;0.9;1.1;1.1;0.9;0.9;1;1;1.1
"392";1;1;1;1.1;1;1.1;1.1;1;1;0.9;1;1.1;1;1;1.1;1;0.9;0.9;1;1;0.9;0.9;0.9;1;0.9;1.1;1;1.1;0.9;0.9;1.1;1;0.9;0.9;1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;0.9;1;0.9;0.9;0.9;0.9
"393";1;0.9;0.9;0.9;1.1;1.1;1;1.1;1.1;1;0.9;1;0.9;0.9;1.1;1.1;NA;0.9;1;0.9;1.1;0.9;1.1;1;1;1;1.1;0.9;0.9;1;1.1;1.1;0.9;1.1;1;1;1;0.9;1.1;0.9;1.1;0.9;1;1;1.1;0.9;1.1;1;1
"394";0.9;0.9;0.9;0.9;1.1;1.1;1;0.9;1;0.9;0.9;1;0.9;1.1;1;1;NA;1.1;1.1;1;1;1.1;1;1.1;1.1;1.1;1;1;1.1;1;0.9;1.1;1.1;1;1;0.9;1.1;0.9;1.1;0.9;0.9;1;0.9;0.9;0.9;1;1.1;1;1.1
"395";1.1;1;0.9;1.1;1;1.1;1;1.1;1.1;1.1;1;1;0.9;0.9;0.9;0.9;NA;1;0.9;1;1.1;1;1.1;1;0.9;1;1.1;1.1;1.1;1;1;1.1;0.9;1;1.1;0.9;0.9;1.1;1;1;0.9;0.9;1.1;1;1.1;0.9;0.9;0.9;0.9
"396";0.9;0.9;0.9;0.9;1;1.1;1.1;1;1.1;1.1;0.9;1;0.9;0.9;1;1.1;1.1;0.9;1.1;1;1.1;1;0.9;1;0.9;1;1;0.9;1;1;0.9;1;0.9;0.9;1;1.1;1.1;0.9;1.1;1;1.1;1.1;0.9;1;1.1;1.1;1.1;1;1
"397";1;0.9;1;1;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;1;1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;0.9;1;1.1;1;1;1;1.1;1.1;0.9;1;1;0.9;1.1;0.9;1.1;0.9;1;1;1.1;0.9;1.1;1;1;1;1.1;1.1;1.1;1.1
"398";1.1;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;1.1;1;1.1;1.1;1;1;0.9;1.1;1;1;1;1;0.9;1.1;1;0.9;1;0.9;1.1;1;0.9;1;0.9;1;1;1;0.9;1.1;0.9;1;1.1;0.9;0.9;1.1;1.1;1.1;1;0.9;1.1;0.9
"399";1.1;1;0.9;1.1;0.9;1.1;1;1;1.1;0.9;1.1;0.9;1;1.1;1;1.1;0.9;0.9;1;0.9;0.9;1;0.9;1;0.9;1.1;0.9;1;0.9;1.1;1;1;1.1;0.9;0.9;0.9;1;1;1;1.1;1;1.1;1;1.1;0.9;1.1;1;1.1;1.1
"400";0.9;0.9;0.9;1.1;1;1.1;1.1;1;1.1;1.1;1;1.1;1.1;0.9;1.1;1;0.9;1.1;0.9;1;1;1;0.9;1;1.1;0.9;1.1;0.9;1;1;0.9;1;1;1;1.1;1.1;0.9;1;0.9;0.9;0.9;0.9;1;0.9;1.1;1;1.1;1.1;1
"401";0.9;1;1.1;1;1.1;1;0.9;1.1;0.9;1.1;1.1;1.1;1.1;0.9;1;1;0.9;0.9;0.9;1.1;1.1;1;0.9;0.9;0.9;1;1;0.9;1;0.9;0.9;1.1;1.1;1;1.1;1.1;1.1;1;1;0.9;1;0.9;1.1;1;0.9;1;1;1.1;1
"402";1;1;1.1;1;1;0.9;1.1;1;0.9;1.1;0.9;0.9;1.1;1.1;1;0.9;NA;0.9;1;0.9;1.1;1;0.9;0.9;1.1;1;0.9;1;0.9;1.1;1;1;0.9;1.1;0.9;1.1;1.1;1;1;1.1;1.1;1;0.9;0.9;1.1;0.9;1.1;1.1;1
"403";1.1;0.9;1;0.9;1;1;1;1.1;0.9;0.9;1;0.9;1.1;1.1;1.1;1;NA;1.1;1;0.9;1.1;1.1;1.1;1;0.9;1.1;1;1;0.9;1.1;1.1;0.9;1;0.9;0.9;1.1;1;0.9;1.1;1.1;1;0.9;1.1;1;1;0.9;1;0.9;0.9
"404";1;1;0.9;1.1;1;1;1;1;1;1.1;1;1.1;1.1;0.9;0.9;1;1.1;1.1;1.1;1.1;0.9;1;0.9;0.9;1.1;1.1;0.9;0.9;1;0.9;1;0.9;0.9;1.1;1;1.1;1;1.1;1.1;1.1;0.9;1;1;0.9;0.9;1;1.1;0.9;0.9
"405";1;1;1.1;1;0.9;1.1;1.1;1.1;1;0.9;0.9;0.9;0.9;1;1;1.1;NA;0.9;0.9;0.9;1.1;1;0.9;0.9;0.9;1.1;1;0.9;1;1;0.9;0.9;1.1;1.1;1;1;1.1;1;1.1;1;1.1;0.9;1.1;1.1;0.9;1.1;1.1;1;1
"406";1.1;0.9;1;1;1;0.9;1;1;1;1;0.9;0.9;1.1;0.9;1;0.9;NA;0.9;1.1;1.1;0.9;0.9;1;0.9;1.1;1.1;0.9;1;0.9;1;1.1;0.9;1.1;1;0.9;1;1;1.1;1.1;1.1;0.9;1.1;1;1.1;0.9;1;1.1;1.1;1.1
"407";1.1;1.1;1;1;1.1;0.9;0.9;0.9;1.1;0.9;0.9;0.9;1.1;1.1;1;1.1;NA;1.1;1;0.9;0.9;1.1;1.1;1;1;0.9;1;1;1.1;1;1;1;0.9;1;1;1;0.9;1.1;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1;1;0.9;0.9
"408";1;0.9;0.9;1;1.1;0.9;1;1.1;1;1;1;1;1;1.1;1;1;NA;1.1;1;0.9;0.9;0.9;1;0.9;0.9;1.1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1;1.1;1;1.1;1.1;1;0.9;1.1;1;0.9;0.9;1.1;1.1;1.1
"409";1.1;0.9;1;1;0.9;1.1;1;1;1.1;1.1;0.9;1.1;1;1;1.1;1.1;1.1;1;1;0.9;1.1;0.9;0.9;0.9;1.1;0.9;1;0.9;1.1;0.9;1.1;1.1;1;1;1.1;1;1.1;1;0.9;1;0.9;1.1;1;0.9;0.9;0.9;1;1;0.9
"410";0.9;1.1;0.9;1;1.1;0.9;0.9;1;1;1.1;1;1.1;0.9;0.9;0.9;1;NA;1.1;1.1;0.9;0.9;1.1;0.9;1;1;1;0.9;0.9;1;1.1;1.1;1.1;1;0.9;1;1.1;1.1;1;1.1;1;1;0.9;1;0.9;1.1;1.1;1;1.1;0.9
"411";1;0.9;0.9;1.1;1;1.1;0.9;1.1;1.1;1.1;1;1;1;0.9;1;0.9;NA;1;1;1.1;1;0.9;0.9;1.1;1;1.1;1;1;0.9;1.1;1.1;1.1;0.9;1.1;1.1;0.9;0.9;0.9;0.9;0.9;0.9;1.1;1;1.1;1;1;1.1;1;0.9
"412";1.1;1;1;1.1;0.9;1.1;1;0.9;1.1;0.9;1;0.9;1;0.9;1.1;1;0.9;1.1;0.9;1;1.1;1;0.9;1;0.9;0.9;0.9;0.9;1;1;1;1;1.1;1;1.1;1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1.1;0.9;1.1
"413";1;0.9;1.1;0.9;1;0.9;1.1;0.9;1.1;0.9;0.9;1.1;1;1.1;1;1;NA;1;0.9;1;1.1;1.1;1.1;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1.1;1;1;0.9;1.1;1;1;1;1;0.9;1.1;0.9;1;0.9;1;1.1;0.9;1;0.9
