"1-1";"2-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"4-5";"5-5";"1-6";"2-6";"4-6";"5-6";"6-6";"7-7";"9-7";"7-8";"8-8";"9-8";"7-9";"9-9";"10-10";"10-11";"11-11"
"412";1;1.1;1.1;1;0.9;1;1.1;1.1;1;1.1;0.9;1;0.9;1;0.9;1;1.1;1.1;0.9;1;1;1;0.9;1;1;1.1;1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;0.9;0.9;0.9;0.9;1.1
"413";1.1;0.9;0.9;1;0.9;1.1;1.1;0.9;1.1;1;1.1;1;1.1;1;1.1;0.9;1;1;0.9;1;0.9;1.1;1;1.1;0.9;1.1;1;0.9;0.9;1.1;1;1;1;0.9;1.1;1;0.9;1.1;0.9
"414";1.1;1;0.9;0.9;1.1;1;1.1;1;1;1.1;1;1.1;NA;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1;0.9;0.9;1.1;1.1;1.1;0.9;0.9;1;1;1;1;1.1;0.9;1.1;1.1;0.9;1;1
"415";0.9;0.9;1.1;1.1;1;0.9;1.1;1.1;1.1;1;1.1;1.1;NA;0.9;0.9;1.1;1;0.9;1.1;1;1;0.9;1;1;0.9;1.1;0.9;0.9;1;0.9;0.9;1.1;1;1;1;1.1;1.1;1;0.9
"416";1.1;0.9;1;1.1;0.9;0.9;1.1;0.9;1;0.9;0.9;1.1;0.9;1;1;1.1;0.9;1;0.9;1.1;1;1;1.1;1;1.1;1.1;0.9;1;1;1;0.9;0.9;1.1;1.1;1.1;1;0.9;1.1;1
"417";1;1.1;1;1.1;0.9;1.1;0.9;1;1.1;0.9;0.9;0.9;1.1;1.1;1;1.1;0.9;1;1;1.1;1;1.1;0.9;0.9;0.9;1;0.9;1.1;0.9;1.1;1.1;1;1;1;1.1;1;0.9;1;0.9
"418";1;1;0.9;1.1;1.1;1;1.1;0.9;0.9;1;1;0.9;1.1;0.9;1.1;0.9;1.1;1;1.1;1;1;1.1;1;0.9;1.1;1.1;0.9;1;1;1.1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1;1
"419";1.1;0.9;0.9;1;1;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1;1;0.9;1.1;1;1.1;0.9;1.1;1;1;0.9;1;1.1;0.9;0.9;1.1;1.1;0.9;1;1;1;1;0.9;1.1;1
"420";1;0.9;1;1;1;1;1.1;1.1;1.1;0.9;0.9;1.1;1.1;1.1;1;1.1;1.1;1.1;1.1;1;0.9;0.9;0.9;0.9;1.1;0.9;1;1;1;0.9;1;0.9;0.9;0.9;1.1;1;0.9;1;1.1
"421";1;1;1.1;0.9;1;1.1;1.1;0.9;1;1.1;1;0.9;NA;1.1;1.1;1.1;1;0.9;0.9;0.9;1;1;0.9;0.9;1;0.9;0.9;1.1;1.1;1.1;1.1;1;0.9;1.1;1.1;1;1;0.9;0.9
"422";1.1;1;1.1;0.9;1;0.9;1.1;1.1;1;0.9;1.1;1;1.1;0.9;1.1;1.1;1.1;1;1.1;1;0.9;1;1.1;0.9;0.9;0.9;1;1;1.1;0.9;0.9;1.1;0.9;1;1;1;0.9;0.9;1
"423";1.1;1;1;1.1;1.1;1;1.1;1.1;1;1.1;0.9;1;NA;1.1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;0.9;1.1;1;1;0.9;1;1;0.9;1.1;0.9;1;0.9;1;0.9;0.9;1;1.1;0.9
"424";1.1;1;1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;1.1;1.1;0.9;1.1;1;1;1;0.9;1.1;1;1;1.1;0.9;1.1;0.9;0.9;1;1;0.9;1;1;1;0.9;1;1.1;0.9;1.1;1.1;0.9
"425";0.9;0.9;0.9;1;0.9;1;1.1;1.1;1;1;1.1;1;1.1;1;0.9;0.9;0.9;0.9;1;1.1;1.1;1;0.9;1;1.1;0.9;1;1.1;1.1;1.1;1.1;1;1.1;1;0.9;0.9;1;1.1;0.9
"426";1.1;0.9;1;1.1;0.9;1;1.1;0.9;1.1;1;1;1;0.9;1.1;0.9;0.9;0.9;0.9;1;0.9;1.1;1;1.1;1;1.1;0.9;1;1;1.1;1.1;0.9;0.9;0.9;1;1.1;1.1;1;1.1;1
"427";0.9;0.9;1.1;1.1;0.9;1.1;1.1;1.1;1;0.9;0.9;1.1;NA;1.1;1.1;1;0.9;0.9;1.1;1;1;0.9;1;0.9;0.9;1;0.9;0.9;1;1.1;1;1;1.1;1;1.1;0.9;1.1;1;1
"428";1.1;1.1;0.9;1;1;1;0.9;1.1;1;0.9;1.1;0.9;0.9;1;1.1;0.9;1;1;1;0.9;0.9;0.9;0.9;1;1.1;0.9;1.1;1.1;1;0.9;1.1;0.9;1;1;1;1.1;1.1;1.1;1.1
"429";1;1.1;0.9;0.9;0.9;1;0.9;1.1;1.1;1.1;1.1;1.1;NA;1;1;0.9;1;1.1;1.1;1;0.9;0.9;1;1;1.1;1;1.1;1.1;1;0.9;0.9;1.1;1.1;0.9;0.9;1;0.9;0.9;1
"430";1.1;1;1.1;0.9;1.1;0.9;1.1;0.9;1;0.9;0.9;1;0.9;1.1;0.9;1;1;0.9;1;1;0.9;0.9;1.1;1;1;1;1;1.1;1.1;1.1;1.1;1.1;1;0.9;1;0.9;1.1;0.9;1.1
"431";1;0.9;1.1;0.9;0.9;1;1.1;0.9;1;1.1;1.1;0.9;0.9;1.1;1.1;1.1;1;1;0.9;0.9;1.1;1;1.1;0.9;1;0.9;1.1;1.1;0.9;0.9;1;1;1;1;1.1;0.9;1;1.1;1
"432";1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1;1;0.9;1;1.1;1;1.1;1.1;1.1;0.9;1.1;0.9;1;0.9;0.9;1;1.1;0.9;1.1;1.1;0.9;1;1.1;1;1;1.1;1;1;1
"433";0.9;1;0.9;1.1;1.1;1;1.1;0.9;1.1;1;0.9;0.9;NA;1;0.9;1;1.1;1.1;0.9;0.9;1.1;0.9;1;1.1;1;1;1;1;0.9;1.1;1.1;1.1;0.9;0.9;1.1;1.1;1;1;0.9
"434";1.1;1;1;1;0.9;0.9;0.9;0.9;1.1;1;1;0.9;NA;1.1;1.1;1;0.9;1;0.9;1;1;1.1;1.1;0.9;0.9;1.1;1;0.9;1.1;1.1;1.1;1.1;1;1.1;1;0.9;0.9;1.1;0.9
"435";1;1;1.1;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9;0.9;0.9;1.1;1;1.1;0.9;1;1;1;1.1;0.9;0.9;1;1;1.1;1.1;1.1;1;0.9;1;1.1;1.1;1.1;0.9;1;0.9;0.9;1
"436";0.9;1;1.1;1.1;0.9;1.1;0.9;1.1;1;1.1;0.9;1;NA;1;1.1;1;1;1.1;1;0.9;1.1;0.9;1.1;0.9;0.9;1;1;0.9;0.9;0.9;1;1;0.9;1.1;0.9;1.1;1.1;1.1;1
"437";1.1;1.1;1.1;1;0.9;1;1.1;1.1;1.1;1;0.9;0.9;1.1;1;1;0.9;0.9;1.1;1.1;1.1;1;1.1;1;1;0.9;0.9;1;1;0.9;0.9;1.1;0.9;0.9;0.9;1;1.1;0.9;1;1
"438";0.9;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1.1;1;0.9;0.9;0.9;1.1;1;0.9;1;1;1.1;1;1;1.1;0.9;1;1;0.9;1;1.1;1.1;1.1;0.9;1;0.9;1.1;1.1;0.9;1;1;1
"439";0.9;1.1;1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1;0.9;1.1;1;1;0.9;0.9;0.9;1;0.9;1;1;1;1.1;1;0.9;1.1;1;0.9;1.1;1.1;1;1.1;1.1;1;1;0.9;0.9
"440";0.9;1.1;1.1;0.9;0.9;1.1;0.9;1;0.9;1.1;0.9;1.1;NA;1;1;0.9;1;1.1;1.1;0.9;0.9;1.1;0.9;1.1;1;0.9;1;1.1;1;1.1;0.9;1;1;1.1;1;1;1;1.1;0.9
"441";1;1;0.9;1;0.9;1.1;0.9;1;1.1;1;1.1;0.9;0.9;1;0.9;1;1.1;0.9;1.1;1;1.1;0.9;1.1;0.9;1;1.1;0.9;1.1;0.9;1.1;0.9;1;1.1;1.1;1.1;1;0.9;1;1
"442";1;0.9;1;1.1;0.9;1;1;1.1;1;0.9;0.9;1.1;NA;0.9;1.1;1;1;1.1;1.1;0.9;0.9;1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1;1;1.1;1.1;1;1;0.9;0.9;0.9;1.1
"443";0.9;1.1;0.9;1.1;1;1;1;1.1;1;1.1;1;1.1;1.1;1.1;1;0.9;1.1;1.1;1;0.9;0.9;1;0.9;0.9;0.9;1;0.9;0.9;1.1;1.1;1;0.9;1;1.1;1;0.9;1.1;0.9;1
"444";0.9;0.9;1;1.1;1.1;0.9;1.1;1;0.9;1;0.9;1;NA;1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1;1.1;1.1;1.1;1;1.1;1.1;1;1;0.9;1;1;1;0.9;0.9;0.9;1.1;1.1
"445";0.9;1;1;1.1;0.9;1;1;1;0.9;1.1;0.9;0.9;1.1;0.9;1;1;0.9;1;1;1;1.1;0.9;1.1;1.1;1.1;1.1;1.1;1;1;0.9;1;1.1;0.9;1.1;0.9;0.9;0.9;1.1;1.1
"446";1;1;1.1;1.1;1.1;1;1.1;1;0.9;1.1;1;1;NA;0.9;1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;1.1;0.9;1.1;0.9;1;1;1;1;0.9;0.9;0.9;1.1;0.9;1.1;1.1;0.9
"447";1.1;1;0.9;1;1.1;0.9;1.1;1.1;1;1.1;1;1;NA;0.9;0.9;1;0.9;0.9;1.1;1;0.9;1.1;0.9;0.9;0.9;0.9;1;1;1.1;0.9;1.1;0.9;1.1;1.1;1;1.1;1.1;1;1
"448";0.9;1;1;0.9;1.1;1;0.9;1;1;0.9;0.9;0.9;NA;1.1;0.9;0.9;1.1;1.1;0.9;0.9;1;0.9;1.1;0.9;1;1.1;1.1;1;1.1;1.1;1;1.1;1.1;1;1.1;1;1.1;0.9;1
"449";1;0.9;0.9;0.9;1;0.9;1;1;1.1;1.1;1.1;1.1;1.1;1;1;1.1;1;0.9;1;1.1;0.9;0.9;0.9;0.9;1.1;1.1;1;1;1;0.9;1;0.9;1.1;1.1;1.1;0.9;0.9;1;1.1
"450";1;0.9;1.1;0.9;1;1.1;1.1;1;1.1;0.9;1.1;1;1.1;0.9;1;1;1;0.9;1;1.1;0.9;0.9;1.1;1.1;1;0.9;0.9;1.1;0.9;0.9;1.1;1;1.1;1.1;0.9;1;1;0.9;1
"451";0.9;1;1;1;0.9;1.1;1;1.1;0.9;0.9;1.1;1;0.9;0.9;0.9;1.1;1;1;0.9;1;0.9;1.1;1;1.1;1.1;0.9;1.1;0.9;1.1;1;1;1.1;1.1;1;0.9;1.1;0.9;1;1.1
"452";0.9;1;0.9;1.1;1.1;1;1.1;0.9;1.1;1.1;0.9;1.1;1.1;0.9;1;0.9;0.9;0.9;0.9;1.1;1;0.9;1.1;1;1;1;1.1;1.1;1;1;0.9;0.9;1;1;1;0.9;1.1;1.1;1
"453";0.9;1;0.9;1.1;1;1;1.1;0.9;1.1;1.1;1;0.9;0.9;1.1;1.1;0.9;0.9;1;0.9;1.1;1;0.9;1;1.1;1.1;1;1;0.9;1.1;1;1;1.1;1;0.9;0.9;1.1;1;0.9;1.1
"454";1;1.1;1.1;1.1;0.9;0.9;1;0.9;1.1;0.9;0.9;1;NA;0.9;1;0.9;1.1;1.1;0.9;1;1.1;1;1;1.1;1;1.1;0.9;0.9;1.1;1.1;0.9;1;1;1.1;0.9;0.9;1.1;1;1
"455";1;0.9;0.9;0.9;1;1.1;0.9;1;1.1;1;0.9;1.1;1.1;1;1.1;0.9;1;1.1;1;0.9;1;1.1;1;1.1;0.9;0.9;1;0.9;1.1;1.1;0.9;0.9;1;1;1.1;0.9;1;1.1;1.1
"456";0.9;1.1;0.9;0.9;1;1;0.9;1.1;0.9;1.1;1;1;NA;1;0.9;1.1;1;1;0.9;0.9;1;0.9;0.9;1;1;0.9;1.1;0.9;1.1;1.1;0.9;1.1;1.1;1.1;1.1;1;1.1;1.1;1
"457";1;1.1;1;0.9;1.1;1;1.1;1;1.1;0.9;1;1.1;1.1;0.9;0.9;1;1;1.1;1;1;0.9;1.1;1.1;1;1.1;1;0.9;0.9;1.1;0.9;1;1.1;1;0.9;0.9;0.9;1.1;0.9;0.9
"458";0.9;1;1.1;0.9;1;0.9;1;0.9;1.1;1;1;1.1;1.1;1;0.9;1.1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;0.9;1;1.1;1.1;1.1;0.9;1;0.9;1;1;1;1.1;1.1;1
"459";1;1;1;1.1;0.9;1.1;1.1;1;0.9;1.1;0.9;1;1.1;1.1;0.9;0.9;0.9;1.1;1;0.9;1.1;0.9;1;1;1;1.1;0.9;1.1;0.9;0.9;1;1.1;1;1.1;0.9;1;1.1;0.9;1
"460";1;0.9;1;1.1;1.1;1.1;0.9;0.9;1.1;1.1;1;1.1;0.9;1;0.9;1.1;1.1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1;0.9;1;1.1;1;1;1;0.9;1.1;1;1;1.1;1;0.9;1
"461";1;0.9;1;0.9;1.1;0.9;1;1;1.1;1.1;0.9;1.1;1.1;0.9;1;1.1;1;1;1;1;0.9;1.1;1;0.9;0.9;1;1;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1;1.1;0.9;1.1;0.9
"462";1;0.9;1;1.1;0.9;1;1;0.9;1.1;1.1;1;0.9;0.9;0.9;1.1;1.1;1;0.9;1;0.9;1.1;1.1;1;0.9;1.1;1.1;1;1.1;1;0.9;1;1;0.9;1.1;0.9;1.1;1;1.1;0.9
"463";1.1;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1.1;0.9;1;NA;1;1;1.1;0.9;0.9;1.1;0.9;0.9;0.9;0.9;1;1;1;1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;1;1.1;1.1;1;1
"464";1.1;1.1;1.1;1;1;1.1;1.1;1;0.9;1;1.1;1;0.9;1.1;1;0.9;0.9;0.9;1;1;1.1;1.1;1;1;1;0.9;1.1;0.9;0.9;1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1
"465";1;0.9;0.9;1;1;1;1.1;0.9;0.9;1.1;1;0.9;NA;0.9;0.9;0.9;1;1;0.9;1.1;0.9;0.9;1.1;1;1.1;1.1;1;1;1;1.1;1.1;1.1;1.1;0.9;1.1;1.1;1;0.9;1.1
"466";0.9;0.9;0.9;0.9;1.1;1;1.1;1;1;0.9;1.1;0.9;NA;1.1;1.1;0.9;1.1;0.9;1.1;1.1;1.1;1;1;0.9;1;1;0.9;0.9;1;1;1.1;1;1.1;0.9;1;0.9;1;1.1;1.1
"467";1.1;0.9;1.1;0.9;0.9;1.1;0.9;1;0.9;1.1;1;1;0.9;1;1.1;1.1;0.9;1.1;1;1.1;1.1;1.1;1;1;1;1;1;1.1;0.9;1;1.1;1;1;0.9;0.9;1.1;0.9;0.9;0.9
"468";1.1;0.9;1.1;0.9;0.9;1;1.1;1;1;1;1.1;1.1;1.1;0.9;0.9;1.1;1;1.1;0.9;0.9;1;1;0.9;0.9;1.1;1;0.9;1;1;1;1.1;1;0.9;0.9;1.1;1.1;1;1.1;0.9
"469";1;1;1;1.1;1;1;0.9;1.1;1.1;1.1;0.9;0.9;1.1;1;0.9;1;1;0.9;0.9;1.1;0.9;0.9;0.9;0.9;1;0.9;0.9;0.9;1;1.1;1.1;1.1;1;1.1;1.1;1;1.1;1.1;1
"470";1;1.1;0.9;0.9;1;1;1;1;1;0.9;1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;1.1;1;0.9;1.1;1;1.1;1;1.1;0.9;0.9;0.9;1.1;0.9;0.9;1;0.9;1;1.1;1;1.1
"471";1;0.9;1.1;0.9;1;0.9;0.9;1;1.1;1.1;1;0.9;NA;1;1;0.9;1.1;1.1;1;0.9;1;0.9;0.9;1;1.1;0.9;1.1;1;1.1;0.9;1;1.1;0.9;0.9;1.1;1;1.1;1.1;1.1
"472";0.9;1;1;1.1;0.9;1.1;0.9;1;1.1;0.9;1;0.9;NA;1.1;0.9;1.1;1.1;1.1;1.1;1.1;1;1.1;1;0.9;0.9;1;1;1.1;1;0.9;1.1;1;1;1;0.9;0.9;0.9;1.1;0.9
"473";1.1;0.9;0.9;1.1;0.9;1;1.1;1.1;1;0.9;0.9;1.1;NA;1;1.1;1.1;1.1;1;1.1;1;1;0.9;1;1.1;1.1;0.9;0.9;0.9;0.9;0.9;0.9;1;1;1;1.1;0.9;1.1;1;1
"474";0.9;0.9;1.1;0.9;1.1;1.1;1;0.9;1.1;1;0.9;1;1.1;0.9;0.9;1.1;0.9;1;1.1;1;1.1;1;1;1.1;1.1;1;0.9;0.9;0.9;1;1;1.1;0.9;1;1;0.9;1;1.1;1.1
"475";1;0.9;1.1;1.1;1;1.1;0.9;1;1.1;1;1.1;1;NA;1;1;1.1;1;0.9;1.1;0.9;1.1;0.9;1;1.1;1.1;0.9;1.1;0.9;1.1;1.1;0.9;1;1;0.9;0.9;0.9;0.9;1;0.9
"476";1;1;1.1;1.1;1.1;0.9;0.9;0.9;1;0.9;1;0.9;NA;1.1;1.1;1;1.1;0.9;0.9;0.9;1.1;1;1.1;0.9;1;1.1;0.9;1.1;1.1;0.9;1;1.1;0.9;1.1;1;1;1;1;0.9
"477";1;0.9;1.1;0.9;0.9;1.1;1;1;0.9;1;1.1;1.1;1.1;1.1;1;1;0.9;0.9;0.9;1;1.1;1;0.9;1;0.9;1.1;1.1;1;1.1;1;1.1;0.9;1.1;1.1;0.9;0.9;1;0.9;1
"478";1.1;1.1;1;1.1;1;1.1;0.9;0.9;0.9;1;1;1;NA;1;1.1;1.1;1;0.9;1.1;0.9;1.1;1.1;1;0.9;1.1;1;0.9;1.1;1;0.9;1.1;1.1;0.9;1;0.9;0.9;0.9;1;0.9
"479";1;1.1;1;1;1.1;1.1;1.1;0.9;1;1;0.9;0.9;1.1;1.1;1.1;0.9;0.9;1;0.9;0.9;1;1;1;1;1;1.1;1.1;0.9;1.1;1.1;1;0.9;1.1;0.9;0.9;0.9;0.9;1.1;1
"480";1;1;1;1.1;1.1;1;0.9;1;1;1.1;1.1;1;1.1;1.1;0.9;1;0.9;1.1;1;1;1;0.9;1.1;0.9;1.1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;0.9;0.9;1;1.1;1;1.1;0.9
"481";1.1;1.1;1;1;1;1.1;0.9;1;1;1.1;1.1;0.9;NA;1;0.9;0.9;1.1;0.9;1;0.9;1;1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;1.1;1;1.1;1;1.1;1;0.9;0.9;0.9;0.9
"482";0.9;1;1.1;0.9;1.1;1;1.1;1.1;1;1.1;1.1;0.9;NA;1.1;1;1;0.9;1;1.1;1.1;0.9;1;1;1;0.9;0.9;0.9;1;0.9;1.1;0.9;1.1;1.1;0.9;0.9;1;1;0.9;1.1
"483";1;1.1;1.1;1.1;0.9;1;1;1.1;1.1;1.1;0.9;1;NA;1;1.1;0.9;0.9;1.1;1;1.1;1;0.9;1;1.1;1;0.9;1;1;1.1;0.9;0.9;0.9;1.1;0.9;0.9;0.9;1.1;1;0.9
"484";1;1;1.1;1;0.9;1;1.1;1;1;0.9;1.1;0.9;NA;0.9;1.1;1;0.9;1;0.9;0.9;1;1;1.1;0.9;1.1;1.1;1.1;1.1;1.1;0.9;1;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1
"485";1;1;0.9;0.9;0.9;1;1;0.9;1;0.9;1.1;0.9;1.1;1.1;0.9;0.9;1;1;0.9;1.1;0.9;1;1;1.1;1.1;0.9;1.1;1;0.9;1.1;1.1;1;1.1;1;0.9;1.1;1.1;1.1;1
"486";1;0.9;1.1;1;1.1;1.1;1;1;0.9;1;1;0.9;1.1;0.9;0.9;1;0.9;1;1.1;1;1;1.1;0.9;1.1;1;0.9;1.1;1.1;1.1;0.9;0.9;0.9;1;0.9;0.9;1.1;1.1;1.1;1
"487";1;1;1.1;1.1;1;1;1;0.9;1;0.9;0.9;1;1.1;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1.1;1.1;1;0.9;1.1;0.9;0.9;1;0.9;1;1.1;1.1;1;1;1.1;0.9;1;0.9;0.9
"488";1;0.9;1;0.9;1.1;0.9;1;1.1;1.1;1.1;0.9;1;NA;1.1;1;1;1;1.1;0.9;1;0.9;1;0.9;0.9;1;1.1;0.9;1.1;0.9;1.1;1;1.1;0.9;1.1;1.1;0.9;1;0.9;1.1
"489";0.9;0.9;1.1;1.1;1.1;1;0.9;0.9;1;1;0.9;0.9;NA;1.1;0.9;1.1;1.1;1;1.1;1;0.9;1.1;1.1;0.9;1;1.1;1.1;1;1.1;0.9;0.9;1;1;1.1;0.9;0.9;1;1;1
"490";0.9;1.1;1.1;0.9;0.9;1.1;0.9;0.9;1;1.1;0.9;0.9;1.1;1;1;0.9;1.1;0.9;1.1;1;1;1;1;0.9;1.1;0.9;1;0.9;1;1;1;1;1.1;1.1;1;1.1;0.9;1.1;1.1
"491";1;1.1;0.9;1.1;1.1;1;1.1;1.1;1.1;0.9;1.1;1;0.9;1;1;1;0.9;1;1.1;1;0.9;0.9;1.1;0.9;1;1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9;1;1;1.1
"492";1;0.9;1;1.1;1;1.1;1;1.1;0.9;0.9;1.1;1;0.9;1.1;0.9;1.1;1;1;0.9;0.9;1.1;0.9;0.9;0.9;1.1;1.1;1;1.1;1;1.1;0.9;1;0.9;1;1.1;1;1;0.9;1.1
"493";1;1.1;1;1;1;0.9;1.1;1;1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1;1;1.1;0.9;0.9;1;1;0.9;0.9;1;0.9;1;1.1;1.1;1;1.1;1.1;0.9;1.1;0.9;0.9
"494";1.1;1;1.1;0.9;0.9;0.9;0.9;1.1;1.1;1;0.9;1;NA;0.9;0.9;0.9;1.1;1.1;1;1;1.1;1;1;1;1.1;1;1.1;1;0.9;1.1;0.9;1;1;1.1;0.9;0.9;0.9;1.1;1.1
"495";0.9;0.9;1;1;1;0.9;0.9;1.1;1.1;1;0.9;1.1;0.9;1;1;1;1.1;1.1;0.9;1.1;0.9;1.1;1;1.1;0.9;0.9;1;1;1.1;1;1.1;0.9;0.9;1.1;1.1;1;1;0.9;1.1
"496";1;0.9;0.9;1.1;1.1;0.9;1.1;1;1.1;0.9;0.9;1.1;0.9;1.1;1;1.1;1;1.1;0.9;1.1;1;1;1.1;0.9;0.9;1;1.1;1;0.9;0.9;1;1.1;1.1;1;1;1;1;0.9;0.9
"497";1.1;1;1;1;1.1;1;0.9;0.9;0.9;1;1.1;0.9;0.9;0.9;1;1.1;1.1;1;0.9;1.1;1.1;1;0.9;0.9;1.1;1.1;1;1;0.9;1;0.9;1;1.1;1.1;1;1.1;1.1;0.9;0.9
"498";0.9;0.9;1;1;1;0.9;1.1;1.1;1.1;1.1;1;1;1.1;1.1;1;1.1;1;1;0.9;0.9;1;0.9;1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1
"499";0.9;1;1.1;1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;0.9;1;1;1.1;1.1;1.1;1;1.1;0.9;0.9;1.1;1;1.1;0.9;1;0.9;0.9;1;1.1;1;1.1;1;0.9;1.1;1;1;1
"500";1.1;1.1;1.1;1;1;1.1;1;1;0.9;0.9;0.9;1;NA;1;0.9;0.9;1.1;0.9;1;0.9;1;1.1;1;1.1;1.1;1.1;0.9;1;1.1;0.9;1;1.1;1.1;0.9;1;0.9;1.1;0.9;0.9
"501";1.1;0.9;0.9;1.1;1.1;0.9;1;1;0.9;0.9;1;0.9;1.1;1;1.1;1;1.1;1;1.1;0.9;0.9;1;1.1;1;0.9;0.9;0.9;1;1.1;0.9;1.1;1.1;1;1;1;1.1;0.9;1.1;1
"502";0.9;1;1.1;0.9;0.9;1.1;1.1;1;0.9;0.9;0.9;1;0.9;1;0.9;1.1;0.9;1.1;1;1;1.1;1.1;1.1;1;1.1;0.9;1;0.9;0.9;1.1;1.1;0.9;1;1.1;1.1;1;1;1;1
"503";1;1.1;1.1;0.9;1;1;1;1.1;1;1.1;0.9;1;1.1;0.9;1;0.9;0.9;1;1;1.1;0.9;1.1;1.1;1.1;0.9;1;0.9;1.1;0.9;0.9;0.9;1;1.1;1;0.9;1;0.9;1.1;1.1
"504";0.9;1;1;1.1;1;1.1;0.9;1.1;0.9;1;0.9;1;NA;0.9;1;0.9;1.1;1.1;1.1;0.9;1;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1;0.9;1.1;1;1.1;1;1.1;1.1;1;0.9;1
"505";1.1;0.9;1;1;0.9;0.9;1;0.9;1.1;1;1;0.9;1.1;1.1;0.9;1.1;1.1;0.9;1;1;1;1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1;1.1;1;1;1;1.1;0.9
"506";1.1;1.1;1.1;1;1.1;0.9;1.1;1;1;1;1.1;0.9;NA;1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1;1;0.9;0.9;1.1;0.9;0.9;0.9;0.9;0.9;1;1;1.1;1;1;1.1;1;1.1
"507";1;0.9;1;0.9;1;1;0.9;0.9;1.1;0.9;1;0.9;0.9;1;1.1;1;0.9;1.1;1;1.1;1.1;0.9;1.1;0.9;0.9;1;1;1;0.9;1.1;1.1;1.1;1.1;1;1.1;0.9;1;1.1;1.1
"508";0.9;0.9;1;1;1.1;1;1;1.1;1;1.1;0.9;1.1;NA;1;1;1;1.1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1;0.9;0.9;0.9;0.9;1;0.9;1.1;1;1.1;1.1;1.1;1.1;0.9;1
"509";1;1;1;1;1.1;1;1;1.1;0.9;1.1;0.9;0.9;1.1;1.1;1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;1.1;0.9;0.9;1.1;1;0.9;1;0.9;1;1.1;0.9;1;1.1;1;1.1;1;0.9
"510";1;1.1;1;0.9;1;0.9;1.1;1;1;1;1.1;0.9;NA;0.9;1.1;1;0.9;0.9;0.9;1.1;1;1;0.9;1.1;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1;1.1;0.9;1;1;1.1;1.1;0.9
"511";1;0.9;1.1;1;0.9;1.1;1.1;0.9;1;1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;0.9;1;1.1;1.1;1.1;1;0.9;1;0.9;1;1;0.9;1.1;1.1;1;1;0.9;1.1;1;1;0.9;1.1
"512";0.9;1.1;1.1;1;1;1;1.1;0.9;0.9;1;1;1.1;1.1;1;0.9;1;1;1.1;0.9;1;0.9;1;1.1;1;0.9;0.9;0.9;1;0.9;1.1;1.1;1.1;1.1;0.9;1.1;1;0.9;1.1;0.9
"513";1;1.1;1;1.1;1;1;1;1.1;0.9;0.9;1;1.1;NA;1.1;1.1;0.9;1.1;0.9;1.1;1;1.1;0.9;1;1.1;1;0.9;0.9;1.1;1.1;1;0.9;1;0.9;1.1;1;0.9;0.9;0.9;0.9
"514";1;1.1;1.1;0.9;1;0.9;1;1;1.1;1.1;1.1;1;0.9;0.9;1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1.1;1;0.9;1.1;1.1;1.1;1;1.1;0.9;0.9;1;1;1;0.9;0.9;1;1
